Key,scientificName,commonName
blaori1,Oriolus hosii,Black Oriole
isaori1,Oriolus isabellae,Isabela Oriole
ingori1,Oriolus kundoo,Indian Golden Oriole
abhori1,Oriolus larvatus,African Black-headed Oriole
timori1,Oriolus melanotis,Timor Oriole
silori1,Oriolus mellianus,Silver Oriole
dahori1,Oriolus monacha,Ethiopian Black-headed Oriole
blwori1,Oriolus nigripennis,Black-winged Oriole
eugori2,Oriolus oriolus,Eurasian Golden Oriole
bltori1,Oriolus percivali,Black-tailed Oriole
halori1,Oriolus phaeochromus,Halmahera Oriole
olbori1,Oriolus sagittatus,Olive-backed Oriole
phiori1,Oriolus steerii,Philippine Oriole
broori1,Oriolus szalayi,Brown Oriole
slbori1,Oriolus tenuirostris,Slender-billed Oriole
marori2,Oriolus traillii,Maroon Oriole
datori1,Oriolus xanthonotus,Dark-throated Oriole
blhori1,Oriolus xanthornus,Black-hooded Oriole
strspa1,Oriturus superciliosus,Striped Sparrow
brctyr,Ornithion brunneicapillus,Brown-capped Tyrannulet
whltyr1,Ornithion inerme,White-lored Tyrannulet
yebtyr1,Ornithion semiflavum,Yellow-bellied Tyrannulet
crepit1,Ornorectes cristatus,Piping Bellbird
andswa2,Orochelidon andecola,Andean Swallow
pafswa1,Orochelidon flavipes,Pale-footed Swallow
brbswa1,Orochelidon murina,Brown-bellied Swallow
specha2,Ortalis araucuan,East Brazilian Chachalaca
chacha1,Ortalis canicollis,Chaco Chachalaca
grhcha1,Ortalis cinereiceps,Gray-headed Chachalaca
colcha1,Ortalis columbiana,Colombian Chachalaca
ruhcha1,Ortalis erythroptera,Rufous-headed Chachalaca
chwcha1,Ortalis garrula,Chestnut-winged Chachalaca
specha3,Ortalis guttata,Speckled Chachalaca
whbcha1,Ortalis leucogastra,White-bellied Chachalaca
varcha1,Ortalis motmot,Variable Chachalaca
wemcha1,Ortalis poliocephala,West Mexican Chachalaca
ruvcha1,Ortalis ruficauda,Rufous-vented Chachalaca
varcha3,Ortalis ruficeps,Chestnut-headed Chachalaca
specha4,Ortalis squamata,Scaled Chachalaca
bubcha1,Ortalis superciliaris,Buff-browed Chachalaca
placha,Ortalis vetula,Plain Chachalaca
rubcha1,Ortalis wagleri,Rufous-bellied Chachalaca
olgtan1,Orthogonys chloricterus,Olive-green Tanager
norlog1,Orthonyx novaeguineae,Papuan Logrunner
chowch1,Orthonyx spaldingii,Chowchilla
soulog1,Orthonyx temminckii,Australian Logrunner
rebmac2,Orthopsittaca manilatus,Red-bellied Macaw
anchum1,Orthorhyncus cristatus,Antillean Crested Hummingbird
dantai1,Orthotomus atrogularis,Dark-necked Tailorbird
phitai1,Orthotomus castaneiceps,Visayan Tailorbird
camtai1,Orthotomus chaktomuk,Cambodian Tailorbird
gnbtai1,Orthotomus chloronotus,Green-backed Tailorbird
whetai1,Orthotomus cinereiceps,White-eared Tailorbird
gybtai1,Orthotomus derbianus,Gray-backed Tailorbird
ruftai1,Orthotomus frontalis,Rufous-fronted Tailorbird
whbtai1,Orthotomus nigriceps,White-browed Tailorbird
ashtai1,Orthotomus ruficeps,Ashy Tailorbird
yebtai1,Orthotomus samarensis,Yellow-breasted Tailorbird
olbtai1,Orthotomus sepium,Olive-backed Tailorbird
ruttai1,Orthotomus sericeus,Rufous-tailed Tailorbird
comtai1,Orthotomus sutorius,Common Tailorbird
swafra1,Ortygornis gularis,Swamp Francolin
gryfra,Ortygornis pondicerianus,Gray Francolin
crefra2,Ortygornis sephaena,Crested Francolin
quailf1,Ortygospiza atricollis,Quailfinch
quailp1,Ortyxelos meiffrenii,Quail-plover
phepig1,Otidiphaps nobilis,Pheasant Pigeon
grebus1,Otis tarda,Great Bustard
chithr2,Otocichla mupinensis,Chinese Thrush
flsowl1,Otus alfredi,Flores Scops-Owl
nicsco1,Otus alius,Nicobar Scops-Owl
jasowl2,Otus angelinae,Javan Scops-Owl
insowl1,Otus bakkamoena,Indian Scops-Owl
ansowl1,Otus balli,Andaman Scops-Owl
biasco1,Otus beccarii,Biak Scops-Owl
rasowl1,Otus brookii,Rajah Scops-Owl
pasowl3,Otus brucei,Pallid Scops-Owl
ansowl2,Otus capnodes,Anjouan Scops-Owl
sansco1,Otus collari,Sangihe Scops-Owl
eursco3,Otus cyprius,Cyprus Scops-Owl
ryusco1,Otus elegans,Ryukyu Scops-Owl
ensowl1,Otus enganensis,Enggano Scops-Owl
evesco1,Otus everetti,Everett's Scops-Owl
pasowl2,Otus fuliginosus,Palawan Scops-Owl
reusco1,Otus grucheti,Reunion Scops-Owl
mineao1,Otus gurneyi,Giant Scops-Owl
stsowl1,Otus hartlaubi,Sao Tome Scops-Owl
sasowl1,Otus icterorhynchus,Sandy Scops-Owl
sesowl1,Otus insularis,Seychelles Scops-Owl
sosowl1,Otus ireneae,Sokoke Scops-Owl
rinsco1,Otus jolandae,Rinjani Scops-Owl
susowl2,Otus lempiji,Sunda Scops-Owl
cosowl1,Otus lettia,Collared Scops-Owl
lusowl1,Otus longicornis,Luzon Scops-Owl
torsco1,Otus madagascariensis,Torotoroka Scops-Owl
mosowl1,Otus magicus,Moluccan Scops-Owl
susowl1,Otus manadensis,Sulawesi Scops-Owl
masowl2,Otus mantananensis,Mantanani Scops-Owl
maysco1,Otus mayottensis,Mayotte Scops-Owl
phsowl1,Otus megalotis,Philippine Scops-Owl
mesowl1,Otus mentawi,Mentawai Scops-Owl
misowl2,Otus mindorensis,Mindoro Scops-Owl
misowl1,Otus mirus,Mindanao Scops-Owl
mohsco1,Otus moheliensis,Moheli Scops-Owl
rodsco1,Otus murivorus,Rodrigues Scops-Owl
negsco1,Otus nigrorum,Negros Scops-Owl
arasco1,Otus pamelae,Arabian Scops-Owl
cosowl3,Otus pauliani,Comoro Scops-Owl
pesowl2,Otus pembaensis,Pemba Scops-Owl
resowl1,Otus rufescens,Reddish Scops-Owl
masowl1,Otus rutilus,Madagascar Scops-Owl
wfsowl2,Otus sagittatus,White-fronted Scops-Owl
mausco1,Otus sauzieri,Mauritius Scops-Owl
eursco1,Otus scops,Eurasian Scops-Owl
jasowl1,Otus semitorques,Japanese Scops-Owl
afsowl1,Otus senegalensis,African Scops-Owl
sulsco2,Otus siaoensis,Siau Scops-Owl
wasowl1,Otus silvicola,Wallace's Scops-Owl
afrsco2,Otus socotranus,Socotra Scops-Owl
mosowl2,Otus spilocephalus,Mountain Scops-Owl
sulsco3,Otus sulaensis,Sula Scops-Owl
orsowl,Otus sunia,Oriental Scops-Owl
sersco1,Otus thilohoffmanni,Serendib Scops-Owl
sisowl1,Otus umbra,Simeulue Scops-Owl
whtoxy1,Oxylabes madagascariensis,White-throated Oxylabes
bubhel1,Oxypogon cyanolaemus,Blue-bearded Helmetcrest
gnbhel1,Oxypogon guerinii,Green-bearded Helmetcrest
whbhel1,Oxypogon lindenii,White-bearded Helmetcrest
bufhel1,Oxypogon stuebelii,Buffy Helmetcrest
sharpb1,Oxyruncus cristatus,Sharpbill
blbduc1,Oxyura australis,Blue-billed Duck
andduc1,Oxyura ferruginea,Andean Duck
rudduc,Oxyura jamaicensis,Ruddy Duck
whhduc1,Oxyura leucocephala,White-headed Duck
macduc1,Oxyura maccoa,Maccoa Duck
lakduc1,Oxyura vittata,Lake Duck
dwawhi1,Pachycare flavogriseum,Goldenface
grbwhi1,Pachycephala albiventris,Green-backed Whistler
walwhi1,Pachycephala arctitorquis,Wallacean Whistler
gobwhi1,Pachycephala aurea,Golden-backed Whistler
golwhi2,Pachycephala balim,Baliem Whistler
necwhi3,Pachycephala caledonica,New Caledonian Whistler
necwhi2,Pachycephala chlorura,Vanuatu Whistler
manwhi1,Pachycephala cinerea,Mangrove Whistler
biswhi1,Pachycephala citreogaster,Bismarck Whistler
louwhi1,Pachycephala collaris,Louisiade Whistler
renwhi1,Pachycephala feminina,Rennell Whistler
samwhi1,Pachycephala flavifrons,Samoan Whistler
weswhi2,Pachycephala fuliginosa,Western Whistler
rubwhi1,Pachycephala fulvotincta,Rusty-breasted Whistler
drawhi1,Pachycephala griseonota,Drab Whistler
whvwhi1,Pachycephala homeyeri,White-vented Whistler
ruswhi1,Pachycephala hyperythra,Rusty Whistler
borwhi1,Pachycephala hypoxantha,Bornean Whistler
guhwhi1,Pachycephala implicata,Guadalcanal Hooded Whistler
gilwhi1,Pachycephala inornata,Gilbert's Whistler
tonwhi1,Pachycephala jacquinoti,Tongan Whistler
whbwhi2,Pachycephala lanioides,White-breasted Whistler
whbwhi1,Pachycephala leucogastra,White-bellied Whistler
lorwhi1,Pachycephala lorentzi,Lorentz's Whistler
yetwhi1,Pachycephala macrorhyncha,Yellow-throated Whistler
biawhi1,Pachycephala melanorhyncha,Biak Whistler
bltwhi1,Pachycephala melanura,Black-tailed Whistler
bkcwhi1,Pachycephala mentalis,Black-chinned Whistler
vogwhi1,Pachycephala meyeri,Vogelkop Whistler
brbwhi1,Pachycephala modesta,Brown-backed Whistler
blhwhi1,Pachycephala monacha,Black-headed Whistler
batwhi1,Pachycephala nudigula,Bare-throated Whistler
oliwhi1,Pachycephala olivacea,Olive Whistler
oriwhi1,Pachycephala orioloides,Oriole Whistler
fabwhi1,Pachycephala orpheus,Fawn-breasted Whistler
golwhi1,Pachycephala pectoralis,Golden Whistler
islwhi2,Pachycephala phaionota,Island Whistler
yebwhi1,Pachycephala philippinensis,Yellow-bellied Whistler
bohwhi1,Pachycephala richardsi,Bougainville Hooded Whistler
rufwhi1,Pachycephala rufiventris,Rufous Whistler
relwhi1,Pachycephala rufogularis,Red-lored Whistler
regwhi1,Pachycephala schlegelii,Regent Whistler
grywhi2,Pachycephala simplex,Gray Whistler
sclwhi1,Pachycephala soror,Sclater's Whistler
subwhi1,Pachycephala sulfuriventer,Sulphur-bellied Whistler
mornin1,Pachycephala tenebrosa,Morningbird
temwhi1,Pachycephala vanikorensis,Temotu Whistler
fijwhi2,Pachycephala vitiensis,Fiji Whistler
grbrob1,Pachycephalopsis hattamensis,Green-backed Robin
wherob1,Pachycephalopsis poliosoma,White-eyed Robin
thbcuc1,Pachycoccyx audeberti,Thick-billed Cuckoo
comwea1,Pachyphantes superciliosus,Compact Weaver
slbpri1,Pachyptila belcheri,Slender-billed Prion
fulpri1,Pachyptila crassirostris,Fulmar Prion
dovpri1,Pachyptila desolata,Antarctic Prion
salpri1,Pachyptila salvini,Salvin's Prion
faipri1,Pachyptila turtur,Fairy Prion
brbpri1,Pachyptila vittata,Broad-billed Prion
rotbec,Pachyramphus aglaiae,Rose-throated Becard
bawbec1,Pachyramphus albogriseus,Black-and-white Becard
chcbec1,Pachyramphus castaneus,Chestnut-crowned Becard
cinbec1,Pachyramphus cinnamomeus,Cinnamon Becard
oncbec1,Pachyramphus homochrous,One-colored Becard
grcbec1,Pachyramphus major,Gray-collared Becard
blcbec1,Pachyramphus marginatus,Black-capped Becard
pitbec1,Pachyramphus minor,Pink-throated Becard
jambec1,Pachyramphus niger,Jamaican Becard
whwbec1,Pachyramphus polychopterus,White-winged Becard
cinbec2,Pachyramphus rufus,Cinereous Becard
slabec1,Pachyramphus spodiurus,Slaty Becard
glbbec1,Pachyramphus surinamus,Glossy-backed Becard
crebec1,Pachyramphus validus,Crested Becard
barbec1,Pachyramphus versicolor,Barred Becard
grbbec1,Pachyramphus viridis,Green-backed Becard
gofgre1,Pachysylvia aurantiifrons,Golden-fronted Greenlet
lesgre1,Pachysylvia decurtata,Lesser Greenlet
ducgre1,Pachysylvia hypoxantha,Dusky-capped Greenlet
bucgre1,Pachysylvia muscicapina,Buff-cheeked Greenlet
rungre1,Pachysylvia semibrunnea,Rufous-naped Greenlet
timspa4,Padda fuscata,Timor Sparrow
javspa,Padda oryzivora,Java Sparrow
snopet1,Pagodroma nivea,Snow Petrel
ivogul,Pagophila eburnea,Ivory Gull
crehon,Palmeria dolei,Akohekohe
locust3,Paludipasser locustella,Locustfinch
wetsab1,Pampa curvipennis,Wedge-tailed Sabrewing
lotsab1,Pampa excellens,Long-tailed Sabrewing
rufsab1,Pampa rufa,Rufous Sabrewing
osprey,Pandion haliaetus,Osprey
fithum1,Panterpe insignis,Fiery-throated Hummingbird
bearee1,Panurus biarmicus,Bearded Reedling
lstswi1,Panyptila cayennensis,Lesser Swallow-tailed Swift
gstswi1,Panyptila sanctihieronymi,Great Swallow-tailed Swift
abbboo2,Papasula abbotti,Abbott's Booby
whrhaw1,Parabuteo leucorrhous,White-rumped Hawk
hrshaw,Parabuteo unicinctus,Harris's Hawk
pwgdov1,Paraclaravis geoffroyi,Purple-winged Ground Dove
mcgdov1,Paraclaravis mondetoura,Maroon-chested Ground Dove
shtpar1,Paradigalla brevicauda,Short-tailed Paradigalla
lotpar1,Paradigalla carunculata,Long-tailed Paradigalla
gbopar2,Paradisaea apoda,Greater Bird-of-Paradise
gbopar1,Paradisaea decora,Goldie's Bird-of-Paradise
ebopar1,Paradisaea guilielmi,Emperor Bird-of-Paradise
lbopar1,Paradisaea minor,Lesser Bird-of-Paradise
rbopar1,Paradisaea raggiana,Raggiana Bird-of-Paradise
rbopar2,Paradisaea rubra,Red Bird-of-Paradise
bbopar1,Paradisaea rudolphi,Blue Bird-of-Paradise
blbpar2,Paradoxornis flavirostris,Black-breasted Parrotbill
spbpar1,Paradoxornis guttaticollis,Spot-breasted Parrotbill
lesmoo1,Paragallinula angulata,Lesser Moorhen
creber1,Paramythia montium,Crested Berrypecker
whcyuh1,Parayuhina diademata,White-collared Yuhina
spopar1,Pardalotus punctatus,Spotted Pardalote
fospar1,Pardalotus quadragintus,Forty-spotted Pardalote
rebpar6,Pardalotus rubricatus,Red-browed Pardalote
strpar1,Pardalotus striatus,Striated Pardalote
sporai,Pardirallus maculatus,Spotted Rail
blarai1,Pardirallus nigricans,Blackish Rail
plurai1,Pardirallus sanguinolentus,Plumbeous Rail
yesgro2,Parkerthraustes humeralis,Yellow-shouldered Grosbeak
louwat,Parkesia motacilla,Louisiana Waterthrush
norwat,Parkesia noveboracensis,Northern Waterthrush
jamant1,Parmoptila jamesoni,Jameson's Antpecker
refant1,Parmoptila rubrifrons,Red-fronted Antpecker
wooant1,Parmoptila woodhousei,Woodhouse's Antpecker
crfcar1,Paroaria baeri,Crimson-fronted Cardinal
yebcar,Paroaria capitata,Yellow-billed Cardinal
reccar,Paroaria coronata,Red-crested Cardinal
reccar2,Paroaria dominicana,Red-cowled Cardinal
reccar4,Paroaria gularis,Red-capped Cardinal
reccar3,Paroaria nigrogenis,Masked Cardinal
kakawa,Paroreomyza flammea,Kakawahie
oahala,Paroreomyza maculata,Oahu Alauahio
mauala,Paroreomyza montana,Maui Alauahio
carpar3,Parotia berlepschi,Bronze Parotia
carpar1,Parotia carolae,Carola's Parotia
lawpar1,Parotia lawesii,Lawes's Parotia
wespar1,Parotia sefilata,Western Parotia
wahpar1,Parotia wahnesi,Wahnes's Parotia
gretit2,Parus cinereus,Cinereous Tit
gretit1,Parus major,Great Tit
gretit4,Parus minor,Japanese Tit
grbtit1,Parus monticolus,Green-backed Tit
puclor1,Parvipsitta porphyrocephala,Purple-crowned Lorikeet
litlor1,Parvipsitta pusilla,Little Lorikeet
saxspa1,Passer ammodendri,Saxaul Sparrow
somspa1,Passer castanopterus,Somali Sparrow
russpa2,Passer cinnamomeus,Russet Sparrow
korspa1,Passer cordofanicus,Kordofan Rufous Sparrow
sghspa2,Passer diffusus,Southern Gray-headed Sparrow
houspa,Passer domesticus,House Sparrow
chespa1,Passer eminibey,Chestnut Sparrow
argspa2,Passer euchlorus,Arabian Golden Sparrow
plbspa1,Passer flaveolus,Plain-backed Sparrow
pabspa1,Passer gongonensis,Parrot-billed Sparrow
gyhspa1,Passer griseus,Northern Gray-headed Sparrow
aakspa1,Passer hemileucus,Abd al Kuri Sparrow
spaspa1,Passer hispaniolensis,Spanish Sparrow
cavspa1,Passer iagoensis,Cape Verde Sparrow
socspa1,Passer insularis,Socotra Sparrow
itaspa1,Passer italiae,Italian Sparrow
sugspa1,Passer luteus,Sudan Golden Sparrow
capspa1,Passer melanurus,Cape Sparrow
desspa1,Passer moabiticus,Dead Sea Sparrow
eutspa,Passer montanus,Eurasian Tree Sparrow
grrspa1,Passer motitensis,Great Rufous Sparrow
sinspa1,Passer pyrrhonotus,Sind Sparrow
kerspa2,Passer rufocinctus,Kenya Rufous Sparrow
shrspa1,Passer shelleyi,Shelley's Rufous Sparrow
desspa3,Passer simplex,Desert Sparrow
swaspa1,Passer suahelicus,Swahili Sparrow
swaspa2,Passer swainsonii,Swainson's Sparrow
desspa4,Passer zarudnyi,Zarudny's Sparrow
savspa,Passerculus sandwichensis,Savannah Sparrow
foxspa,Passerella iliaca,Fox Sparrow
lazbun,Passerina amoena,Lazuli Bunting
blugrb1,Passerina caerulea,Blue Grosbeak
paibun,Passerina ciris,Painted Bunting
indbun,Passerina cyanea,Indigo Bunting
orbbun1,Passerina leclancherii,Orange-breasted Bunting
robbun1,Passerina rositae,Rose-bellied Bunting
varbun,Passerina versicolor,Varied Bunting
rossta2,Pastor roseus,Rosy Starling
chipig2,Patagioenas araucana,Chilean Pigeon
ritpig,Patagioenas caribaea,Ring-tailed Pigeon
pavpig2,Patagioenas cayennensis,Pale-vented Pigeon
baepig2,Patagioenas corensis,Bare-eyed Pigeon
batpig1,Patagioenas fasciata,Band-tailed Pigeon
rebpig1,Patagioenas flavirostris,Red-billed Pigeon
duspig2,Patagioenas goodsoni,Dusky Pigeon
plapig,Patagioenas inornata,Plain Pigeon
whcpig2,Patagioenas leucocephala,White-crowned Pigeon
spwpig3,Patagioenas maculosa,Spot-winged Pigeon
shbpig,Patagioenas nigrirostris,Short-billed Pigeon
perpig2,Patagioenas oenops,Peruvian Pigeon
picpig2,Patagioenas picazuro,Picazuro Pigeon
plupig2,Patagioenas plumbea,Plumbeous Pigeon
scapig2,Patagioenas speciosa,Scaled Pigeon
scnpig1,Patagioenas squamosa,Scaly-naped Pigeon
rudpig,Patagioenas subvinacea,Ruddy Pigeon
giahum1,Patagona gigas,Giant Hummingbird
horcur2,Pauxi koepckeae,Sira Curassow
helcur1,Pauxi pauxi,Helmeted Curassow
horcur3,Pauxi unicornis,Horned Curassow
compea,Pavo cristatus,Indian Peafowl
grepea1,Pavo muticus,Green Peafowl
plawan1,Pedionomus torquatus,Plains-wanderer
wfspet,Pelagodroma marina,White-faced Storm-Petrel
bnwkin1,Pelargopsis amauroptera,Brown-winged Kingfisher
stbkin1,Pelargopsis capensis,Stork-billed Kingfisher
blbkin1,Pelargopsis melanorhyncha,Great-billed Kingfisher
pedpet1,Pelecanoides garnotii,Peruvian Diving-Petrel
sgdpet1,Pelecanoides georgicus,South Georgia Diving-Petrel
madpet1,Pelecanoides magellani,Magellanic Diving-Petrel
codpet1,Pelecanoides urinatrix,Common Diving-Petrel
auspel1,Pelecanus conspicillatus,Australian Pelican
dalpel1,Pelecanus crispus,Dalmatian Pelican
amwpel,Pelecanus erythrorhynchos,American White Pelican
brnpel,Pelecanus occidentalis,Brown Pelican
grwpel1,Pelecanus onocrotalus,Great White Pelican
spbpel1,Pelecanus philippensis,Spot-billed Pelican
pibpel1,Pelecanus rufescens,Pink-backed Pelican
perpel1,Pelecanus thagus,Peruvian Pelican
forfra2,Peliperdix lathami,Latham's Francolin
sptbab1,Pellorneum albiventre,Spot-throated Babbler
ferbab1,Pellorneum bicolor,Ferruginous Babbler
sumbab1,Pellorneum buettikoferi,Sumatran Babbler
blcbab1,Pellorneum capistratum,Black-capped Babbler
sulbab1,Pellorneum celebense,Sulawesi Babbler
ashbab1,Pellorneum cinereiceps,Ashy-headed Babbler
bncbab1,Pellorneum fuscocapillus,Brown-capped Babbler
shtbab1,Pellorneum malaccense,Short-tailed Babbler
marbab2,Pellorneum palustre,Marsh Babbler
tembab1,Pellorneum pyrrogenys,Temminck's Babbler
whcbab1,Pellorneum rostratum,White-chested Babbler
putbab1,Pellorneum ruficeps,Puff-throated Babbler
bubbab1,Pellorneum tickelli,Buff-breasted Babbler
inldot2,Peltohyas australis,Inland Dotterel
lowpel1,Peltops blainvillii,Lowland Peltops
moupel1,Peltops montanus,Mountain Peltops
whwgua1,Penelope albipennis,White-winged Guan
batgua1,Penelope argyrotis,Band-tailed Guan
beagua1,Penelope barbata,Bearded Guan
dulgua3,Penelope bridgesi,Yungas Guan
refgua1,Penelope dabbenei,Red-faced Guan
spigua1,Penelope jacquacu,Spix's Guan
whbgua1,Penelope jacucaca,White-browed Guan
margua1,Penelope marail,Marail Guan
andgua1,Penelope montagnii,Andean Guan
dulgua1,Penelope obscura,Dusky-legged Guan
chbgua1,Penelope ochrogaster,Chestnut-bellied Guan
baugua1,Penelope ortoni,Baudo Guan
caugua1,Penelope perspicax,Cauca Guan
whcgua1,Penelope pileata,White-crested Guan
cregua1,Penelope purpurascens,Crested Guan
rumgua1,Penelope superciliaris,Rusty-margined Guan
minhor1,Penelopides affinis,Mindanao Hornbill
luzhor1,Penelopides manillae,Luzon Hornbill
minhor2,Penelopides mindorensis,Mindoro Hornbill
tarhor1,Penelopides panini,Visayan Hornbill
samhor1,Penelopides samarensis,Samar Hornbill
higgua1,Penelopina nigra,Highland Guan
whrrob2,Peneothello bimaculata,White-rumped Robin
smorob2,Peneothello cryptoleuca,Smoky Robin
bugrob1,Peneothello cyanus,Blue-gray Robin
whwrob2,Peneothello sigillata,White-winged Robin
allant1,Percnostola arenarum,Allpahuayo Antbird
blhant3,Percnostola rufifrons,Black-headed Antbird
robqua1,Perdicula argoondah,Rock Bush-Quail
jubqua1,Perdicula asiatica,Jungle Bush-Quail
pabqua1,Perdicula erythrorhyncha,Painted Bush-Quail
mabqua1,Perdicula manipurensis,Manipur Bush-Quail
daupar1,Perdix dauurica,Daurian Partridge
tibpar1,Perdix hodgsoniae,Tibetan Partridge
grypar,Perdix perdix,Gray Partridge
whbmin2,Pericrocotus albifrons,Jerdon's Minivet
shbmin2,Pericrocotus brevirostris,Short-billed Minivet
brrmin1,Pericrocotus cantonensis,Brown-rumped Minivet
smamin1,Pericrocotus cinnamomeus,Small Minivet
ashmin1,Pericrocotus divaricatus,Ashy Minivet
whbmin3,Pericrocotus erythropygius,White-bellied Minivet
lotmin1,Pericrocotus ethologus,Long-tailed Minivet
scamin3,Pericrocotus flammeus,Orange Minivet
fiemin1,Pericrocotus igneus,Fiery Minivet
flomin1,Pericrocotus lansbergei,Flores Minivet
sunmin1,Pericrocotus miniatus,Sunda Minivet
rosmin1,Pericrocotus roseus,Rosy Minivet
gycmin1,Pericrocotus solaris,Gray-chinned Minivet
scamin1,Pericrocotus speciosus,Scarlet Minivet
ryumin1,Pericrocotus tegimae,Ryukyu Minivet
paltit2,Periparus amabilis,Palawan Tit
coatit2,Periparus ater,Coal Tit
eletit2,Periparus elegans,Elegant Tit
ruvtit2,Periparus rubidiventris,Rufous-vented Tit
bkbtit2,Periparus rufonuchalis,Rufous-naped Tit
yebtit4,Periparus venustulus,Yellow-bellied Tit
rabgro1,Periporphyrus erythromelas,Red-and-black Grosbeak
gryjay,Perisoreus canadensis,Canada Jay
sibjay1,Perisoreus infaustus,Siberian Jay
sicjay1,Perisoreus internigrans,Sichuan Jay
capuch1,Perissocephalus tricolor,Capuchinbird
euhbuz1,Pernis apivorus,European Honey-buzzard
barhob1,Pernis celebensis,Sulawesi Honey-buzzard
orihob2,Pernis ptilorhynchus,Oriental Honey-buzzard
barhob2,Pernis steerei,Philippine Honey-buzzard
faimar2,Petrochelidon ariel,Fairy Martin
sttswa2,Petrochelidon fluvicola,Streak-throated Swallow
cavswa,Petrochelidon fulva,Cave Swallow
tremar2,Petrochelidon nigricans,Tree Martin
resswa2,Petrochelidon perdita,Red Sea Swallow
preswa2,Petrochelidon preussi,Preuss's Swallow
cliswa,Petrochelidon pyrrhonota,Cliff Swallow
retswa2,Petrochelidon rufigula,Red-throated Swallow
chcswa2,Petrochelidon rufocollaris,Chestnut-collared Swallow
soaswa2,Petrochelidon spilodera,South African Swallow
snmrob1,Petroica archboldi,Snow Mountain Robin
nezrob3,Petroica australis,South Island Robin
alprob1,Petroica bivittata,Subalpine Robin
scarob2,Petroica boodang,Scarlet Robin
recrob1,Petroica goodenovii,Red-capped Robin
nezrob2,Petroica longipes,North Island Robin
tomtit1,Petroica macrocephala,Tomtit
pacrob2,Petroica multicolor,Norfolk Robin
