scientificName,eBird_Species_Code,eBird_common_name
Ochetorhynchus ruficaudus,stbear2,Straight-billed Earthcreeper
Ochetorhynchus phoenicurus,batear1,Band-tailed Earthcreeper
Ochetorhynchus melanurus,crachi1,Crag Chilia
Pseudocolaptes lawrencii,buftuf1,Buffy Tuftedcheek
Pseudocolaptes johnsoni,buftuf3,Pacific Tuftedcheek
Pseudocolaptes boissonneautii,strtuf1,Streaked Tuftedcheek
Premnornis guttuliger,ruwbar1,Rusty-winged Barbtail
Tarphonomus harterti,bolear1,Bolivian Earthcreeper
Tarphonomus certhioides,chaear1,Chaco Earthcreeper
Furnarius figulus,wibhor1,Wing-banded Hornero
Furnarius leucopus,palhor2,Pale-legged Hornero
Furnarius torridus,pabhor2,Pale-billed Hornero
Furnarius minor,leshor1,Lesser Hornero
Furnarius rufus,rufhor2,Rufous Hornero
Furnarius cristatus,crehor1,Crested Hornero
Lochmias nematura,shtstr1,Sharp-tailed Streamcreeper
Phleocryptes melanops,wrlrus1,Wren-like Rushbird
Limnornis curvirostris,cubree1,Curve-billed Reedhaunter
Geocerthia serrana,strear1,Striated Earthcreeper
Upucerthia saturatior,pafear1,Patagonian Forest Earthcreeper
Upucerthia dumetaria,sctear1,Scale-throated Earthcreeper
Upucerthia albigula,whtear1,White-throated Earthcreeper
Upucerthia validirostris,bubear2,Buff-breasted Earthcreeper
Cinclodes pabsti,lotcin1,Long-tailed Cinclodes
Cinclodes fuscus,buwcin1,Buff-winged Cinclodes
Cinclodes antarcticus,blacin1,Blackish Cinclodes
Cinclodes comechingonus,corcin1,Cordoba Cinclodes
Cinclodes albidiventris,chwcin1,Chestnut-winged Cinclodes
Cinclodes olrogi,olrcin1,Olrog's Cinclodes
Cinclodes albiventris,crwcin1,Cream-winged Cinclodes
Cinclodes oustaleti,gyfcin1,Gray-flanked Cinclodes
Cinclodes excelsior,stbcin1,Stout-billed Cinclodes
Cinclodes aricomae,roycin1,Royal Cinclodes
Cinclodes palliatus,whbcin1,White-bellied Cinclodes
Cinclodes atacamensis,whwcin1,White-winged Cinclodes
Cinclodes patagonicus,dabcin1,Dark-bellied Cinclodes
Cinclodes taczanowskii,surcin1,Surf Cinclodes
Cinclodes nigrofumosus,seacin1,Seaside Cinclodes
Anabazenops dorsalis,ducfog1,Dusky-cheeked Foliage-gleaner
Anabazenops fuscus,wcfgle1,White-collared Foliage-gleaner
Megaxenops parnaguae,grexen1,Great Xenops
Cichlocolaptes leucophrus,pabtre1,Pale-browed Treehunter
Cichlocolaptes mazarbarnetti,crytre1,Cryptic Treehunter
Heliobletus contaminatus,shbtre1,Sharp-billed Treehunter
Philydor fuscipenne,swfgle,Slaty-winged Foliage-gleaner
Philydor erythrocercum,rurfog1,Rufous-rumped Foliage-gleaner
Philydor novaesi,alfgle1,Alagoas Foliage-gleaner
Philydor atricapillus,bcfgle1,Black-capped Foliage-gleaner
Philydor pyrrhodes,crfgle1,Cinnamon-rumped Foliage-gleaner
Anabacerthia variegaticeps,stfgle1,Scaly-throated Foliage-gleaner
Anabacerthia striaticollis,mofgle1,Montane Foliage-gleaner
Anabacerthia ruficaudata,rutfog1,Rufous-tailed Foliage-gleaner
Anabacerthia amaurotis,whbfog1,White-browed Foliage-gleaner
Anabacerthia lichtensteini,obfgle2,Ochre-breasted Foliage-gleaner
Syndactyla guttulata,gufgle1,Guttulate Foliage-gleaner
Syndactyla subalaris,lifgle1,Lineated Foliage-gleaner
Syndactyla rufosuperciliata,bbfgle1,Buff-browed Foliage-gleaner
Syndactyla ruficollis,rnfgle1,Rufous-necked Foliage-gleaner
Syndactyla dimidiata,rumfog1,Russet-mantled Foliage-gleaner
Syndactyla roraimae,wtfgle1,White-throated Foliage-gleaner
Syndactyla ucayalae,perrec1,Peruvian Recurvebill
Syndactyla striata,bolrec1,Bolivian Recurvebill
Ancistrops strigilatus,chwhoo1,Chestnut-winged Hookbill
Dendroma rufa,bffgle,Buff-fronted Foliage-gleaner
Dendroma erythroptera,chwfog1,Chestnut-winged Foliage-gleaner
Clibanornis rectirostris,ccfgle1,Chestnut-capped Foliage-gleaner
Clibanornis dendrocolaptoides,cangro1,Canebrake Groundcreeper
Clibanornis erythrocephalus,hhfgle1,Henna-hooded Foliage-gleaner
Clibanornis rubiginosus,rufgle1,Ruddy Foliage-gleaner
Clibanornis rufipectus,samfog1,Santa Marta Foliage-gleaner
Thripadectes ignobilis,unitre1,Uniform Treehunter
Thripadectes flammulatus,flatre1,Flammulated Treehunter
Thripadectes scrutator,rubtre1,Rufous-backed Treehunter
Thripadectes holostictus,strtre1,Striped Treehunter
Thripadectes virgaticeps,stctre1,Streak-capped Treehunter
Thripadectes rufobrunneus,stbtre1,Streak-breasted Treehunter
Thripadectes melanorhynchus,blbtre1,Black-billed Treehunter
Automolus rufipileatus,ccfgle2,Chestnut-crowned Foliage-gleaner
Automolus melanopezus,brfgle1,Brown-rumped Foliage-gleaner
Automolus ochrolaemus,btfgle1,Buff-throated Foliage-gleaner
Automolus exsertus,butfog4,Chiriqui Foliage-gleaner
Automolus subulatus,strwoo1,Striped Woodhaunter
Automolus infuscatus,obfgle3,Olive-backed Foliage-gleaner
Automolus paraensis,parfog1,Para Foliage-gleaner
Automolus lammi,perfog1,Pernambuco Foliage-gleaner
Automolus leucophthalmus,wefgle1,White-eyed Foliage-gleaner
Premnoplex brunnescens,spobar1,Spotted Barbtail
Premnoplex tatei,whtbar1,White-throated Barbtail
Margarornis bellulus,beatre1,Beautiful Treerunner
Margarornis rubiginosus,rudtre1,Ruddy Treerunner
Margarornis stellatus,fudtre1,Fulvous-dotted Treerunner
Margarornis squamiger,peatre1,Pearled Treerunner
Aphrastura spinicauda,thtray1,Thorn-tailed Rayadito
Aphrastura masafuerae,masray1,Masafuera Rayadito
Sylviorthorhynchus desmursii,demwir1,Des Murs's Wiretail
Sylviorthorhynchus yanacensis,tatspi1,Tawny Tit-Spinetail
Leptasthenura fuliginiceps,bctspi1,Brown-capped Tit-Spinetail
Leptasthenura platensis,tutspi1,Tufted Tit-Spinetail
Leptasthenura aegithaloides,pmtspi1,Plain-mantled Tit-Spinetail
Leptasthenura striolata,sttspi2,Striolated Tit-Spinetail
Leptasthenura pileata,rctspi1,Rusty-crowned Tit-Spinetail
Leptasthenura xenothorax,wbtspi1,White-browed Tit-Spinetail
Leptasthenura striata,sttspi1,Streaked Tit-Spinetail
Leptasthenura andicola,antspi1,Andean Tit-Spinetail
Leptasthenura setaria,artspi1,Araucaria Tit-Spinetail
Phacellodomus rufifrons,ruftho1,Rufous-fronted Thornbird
Phacellodomus striaticeps,stftho1,Streak-fronted Thornbird
Phacellodomus sibilatrix,littho1,Little Thornbird
Phacellodomus dorsalis,chbtho1,Chestnut-backed Thornbird
Phacellodomus maculipectus,spbtho1,Spot-breasted Thornbird
Phacellodomus striaticollis,frbtho1,Freckle-breasted Thornbird
Phacellodomus ruber,gretho2,Greater Thornbird
Phacellodomus erythrophthalmus,oretho1,Orange-eyed Thornbird
Phacellodomus ferrugineigula,orbtho1,Orange-breasted Thornbird
Hellmayrea gularis,whbspi2,White-browed Spinetail
Anumbius annumbi,firgat1,Firewood-gatherer
Coryphistera alaudina,lalbru1,Lark-like Brushrunner
Asthenes dorbignyi,crbcan1,Creamy-breasted Canastero
Asthenes berlepschi,bercan1,Berlepsch's Canastero
Asthenes baeri,shbcan1,Short-billed Canastero
Asthenes luizae,cipcan1,Cipo Canastero
Asthenes hudsoni,hudcan1,Hudson's Canastero
Asthenes anthoides,auscan1,Austral Canastero
Asthenes urubambensis,lifcan1,Line-fronted Canastero
Asthenes flammulata,mascan1,Many-striped Canastero
Asthenes virgata,juncan1,Junin Canastero
Asthenes maculicauda,sctcan1,Scribble-tailed Canastero
Asthenes wyatti,stbcan1,Streak-backed Canastero
Asthenes sclateri,puncan1,Puna Canastero
Asthenes humilis,sttcan1,Streak-throated Canastero
Asthenes modesta,corcan1,Cordilleran Canastero
Asthenes moreirae,itaspi1,Itatiaia Spinetail
Asthenes pyrrholeuca,shbcan2,Sharp-billed Canastero
Asthenes harterti,bltthi1,Black-throated Thistletail
Asthenes helleri,punthi1,Puna Thistletail
Asthenes ayacuchensis,vilthi3,Ayacucho Thistletail
Asthenes vilcabambae,vilthi2,Vilcabamba Thistletail
Asthenes pudibunda,cancan1,Canyon Canastero
Asthenes ottonis,rufcan1,Rusty-fronted Canastero
Asthenes heterura,maqcan1,Maquis Canastero
Asthenes palpebralis,eyrthi1,Eye-ringed Thistletail
Asthenes coryi,ocbthi1,Ochre-browed Thistletail
Asthenes perijana,perthi1,Perija Thistletail
Asthenes fuliginosa,whcthi1,White-chinned Thistletail
Asthenes griseomurina,mocthi1,Mouse-colored Thistletail
Acrobatornis fonsecai,pilgra1,Pink-legged Graveteiro
Metopothrix aurantiaca,orfplu2,Orange-fronted Plushcrown
Xenerpestes minlosi,dobgra1,Double-banded Graytail
Xenerpestes singularis,equgra1,Equatorial Graytail
Siptornis striaticollis,spepri1,Spectacled Prickletail
Roraimia adusta,rorbar1,Roraiman Barbtail
Thripophaga macroura,strsof1,Striated Softtail
Thripophaga cherriei,orisof1,Orinoco Softtail
Thripophaga amacurensis,deasof1,Delta Amacuro Softtail
Thripophaga fusciceps,plasof1,Plain Softtail
Thripophaga berlepschi,rumsof1,Russet-mantled Softtail
Limnoctites rectirostris,stbree2,Straight-billed Reedhaunter
Limnoctites sulphuriferus,sutspi1,Sulphur-bearded Reedhaunter
Cranioleuca marcapatae,marspi2,Marcapata Spinetail
Cranioleuca albiceps,licspi1,Light-crowned Spinetail
Cranioleuca vulpina,rubspi4,Rusty-backed Spinetail
Cranioleuca dissita,rubspi5,Coiba Spinetail
Cranioleuca vulpecula,parspi1,Parker's Spinetail
Cranioleuca subcristata,crespi1,Crested Spinetail
Cranioleuca pyrrhophia,stcspi2,Stripe-crowned Spinetail
Cranioleuca henricae,bolspi1,Bolivian Spinetail
Cranioleuca obsoleta,olispi1,Olive Spinetail
Cranioleuca pallida,palspi1,Pallid Spinetail
Cranioleuca semicinerea,gyhspi1,Gray-headed Spinetail
Cranioleuca albicapilla,crcspi1,Creamy-crested Spinetail
Cranioleuca erythrops,refspi1,Red-faced Spinetail
Cranioleuca demissa,tepspi1,Tepui Spinetail
Cranioleuca hellmayri,stcspi1,Streak-capped Spinetail
Cranioleuca curtata,asbspi1,Ash-browed Spinetail
Cranioleuca antisiensis,licspi5,Line-cheeked Spinetail
Cranioleuca gutturata,spespi1,Speckled Spinetail
Cranioleuca muelleri,scaspi1,Scaled Spinetail
Pseudasthenes humicola,dutcan1,Dusky-tailed Canastero
Pseudasthenes patagonica,patcan2,Patagonian Canastero
Pseudasthenes steinbachi,stecan1,Steinbach's Canastero
Pseudasthenes cactorum,caccan1,Cactus Canastero
Spartonoica maluroides,bcwspi1,Bay-capped Wren-Spinetail
Pseudoseisura cristata,caacac1,Caatinga Cacholote
Pseudoseisura unirufa,rufcac2,Rufous Cacholote
Pseudoseisura lophotes,brncac1,Brown Cacholote
Pseudoseisura gutturalis,whtcac2,White-throated Cacholote
Certhiaxis cinnamomeus,yecspi2,Yellow-chinned Spinetail
Certhiaxis mustelinus,rawspi2,Red-and-white Spinetail
Mazaria propinqua,whbspi1,White-bellied Spinetail
Schoeniophylax phryganophilus,chospi2,Chotoy Spinetail
Synallaxis scutata,occspi1,Ochre-cheeked Spinetail
Synallaxis cinerascens,gybspi1,Gray-bellied Spinetail
Synallaxis gujanensis,plcspi1,Plain-crowned Spinetail
Synallaxis albilora,whlspi1,White-lored Spinetail
Synallaxis maranonica,marspi3,Marañon Spinetail
Synallaxis hypochondriaca,grespi2,Great Spinetail
Synallaxis stictothorax,necspi1,Necklaced Spinetail
Synallaxis chinchipensis,necspi3,Chinchipe Spinetail
Synallaxis zimmeri,rubspi3,Russet-bellied Spinetail
Synallaxis brachyura,slaspi1,Slaty Spinetail
Synallaxis subpudica,sitspi1,Silvery-throated Spinetail
Synallaxis hellmayri,resspi2,Red-shouldered Spinetail
Synallaxis ruficapilla,rucspi1,Rufous-capped Spinetail
Synallaxis cinerea,bahspi1,Bahia Spinetail
Synallaxis infuscata,pinspi1,Pinto's Spinetail
Synallaxis moesta,dusspi1,Dusky Spinetail
Synallaxis macconnelli,mccspi1,McConnell's Spinetail
Synallaxis cabanisi,cabspi1,Cabanis's Spinetail
Synallaxis hypospodia,cibspi1,Cinereous-breasted Spinetail
Synallaxis spixi,spispi1,Spix's Spinetail
Synallaxis albigularis,dabspi1,Dark-breasted Spinetail
Synallaxis beverlyae,riospi1,Rio Orinoco Spinetail
Synallaxis albescens,pabspi1,Pale-breasted Spinetail
Synallaxis frontalis,sofspi1,Sooty-fronted Spinetail
Synallaxis azarae,azaspi1,Azara's Spinetail
Synallaxis courseni,apuspi1,Apurimac Spinetail
Synallaxis kollari,hotspi1,Hoary-throated Spinetail
Synallaxis erythrothorax,rubspi2,Rufous-breasted Spinetail
Synallaxis candei,whwspi1,White-whiskered Spinetail
Synallaxis tithys,blhspi1,Blackish-headed Spinetail
Synallaxis fuscorufa,ruhspi1,Rusty-headed Spinetail
Synallaxis unirufa,rufspi1,Rufous Spinetail
Synallaxis castanea,bltspi1,Black-throated Spinetail
Synallaxis cinnamomea,stbspi1,Stripe-breasted Spinetail
Synallaxis rutilans,rudspi1,Ruddy Spinetail
Synallaxis cherriei,chtspi1,Chestnut-throated Spinetail
Tyranneutes stolzmanni,dwtman1,Dwarf Tyrant-Manakin
Tyranneutes virescens,titman1,Tiny Tyrant-Manakin
Neopelma pallescens,pbtman1,Pale-bellied Tyrant-Manakin
Neopelma chrysocephalum,sctman1,Saffron-crested Tyrant-Manakin
Neopelma aurifrons,witman1,Wied's Tyrant-Manakin
Neopelma chrysolophum,sdmman1,Serra do Mar Tyrant-Manakin
Neopelma sulphureiventer,sbtman1,Sulphur-bellied Tyrant-Manakin
Chloropipo flavicapilla,yehman2,Yellow-headed Manakin
Chloropipo unicolor,jetman2,Jet Manakin
Antilophia bokermanni,araman1,Araripe Manakin
Antilophia galeata,helman1,Helmeted Manakin
Chiroxiphia lanceolata,latman1,Lance-tailed Manakin
Chiroxiphia linearis,lotman1,Long-tailed Manakin
Chiroxiphia pareola,blbman1,Blue-backed Manakin
Chiroxiphia boliviana,yunman1,Yungas Manakin
Chiroxiphia caudata,swtman1,Swallow-tailed Manakin
Ilicura militaris,pitman1,Pin-tailed Manakin
Masius chrysopterus,gowman1,Golden-winged Manakin
Corapipo altera,whrman1,White-ruffed Manakin
Corapipo leucorrhoa,whbman2,White-bibbed Manakin
Corapipo gutturalis,whtman1,White-throated Manakin
Xenopipo uniformis,oliman2,Olive Manakin
Xenopipo atronitens,blaman1,Black Manakin
Cryptopipo litae,grnman1,Choco Manakin
Cryptopipo holochlora,greman2,Green Manakin
Lepidothrix velutina,bucman1,Velvety Manakin
Lepidothrix coronata,blcman1,Blue-capped Manakin
Lepidothrix nattereri,sncman1,Snow-capped Manakin
Lepidothrix vilasboasi,gocman2,Golden-crowned Manakin
Lepidothrix iris,opcman1,Opal-crowned Manakin
Lepidothrix suavissima,orbman1,Orange-bellied Manakin
Lepidothrix serena,whfman1,White-fronted Manakin
Lepidothrix isidorei,blrman1,Blue-rumped Manakin
Lepidothrix coeruleocapilla,cecman1,Cerulean-capped Manakin
Heterocercus aurantiivertex,orcman3,Orange-crowned Manakin
Heterocercus flavivertex,yecman2,Yellow-crowned Manakin
Heterocercus linteatus,flcman2,Flame-crowned Manakin
Manacus candei,whcman1,White-collared Manakin
Manacus aurantiacus,orcman1,Orange-collared Manakin
Manacus vitellinus,gocman1,Golden-collared Manakin
Manacus manacus,whbman1,White-bearded Manakin
Pipra aureola,crhman1,Crimson-hooded Manakin
Pipra filicauda,witman2,Wire-tailed Manakin
Pipra fasciicauda,batman1,Band-tailed Manakin
Machaeropterus deliciosus,clwman1,Club-winged Manakin
Machaeropterus striolatus,strman5,Striolated Manakin
Machaeropterus eckelberryi,paiman1,Painted Manakin
Machaeropterus regulus,strman2,Kinglet Manakin
Machaeropterus pyrocephalus,ficman1,Fiery-capped Manakin
Pseudopipra pipra,whcman2,White-crowned Manakin
Ceratopipra cornuta,schman1,Scarlet-horned Manakin
Ceratopipra mentalis,recman1,Red-capped Manakin
Ceratopipra erythrocephala,gohman1,Golden-headed Manakin
Ceratopipra rubrocapilla,rehman1,Red-headed Manakin
Ceratopipra chloromeros,rotman1,Round-tailed Manakin
Carpornis cucullata,hoober2,Hooded Berryeater
Carpornis melanocephala,bkhber1,Black-headed Berryeater
Pipreola riefferii,gabfru1,Green-and-black Fruiteater
Pipreola intermedia,batfru1,Band-tailed Fruiteater
Pipreola arcuata,barfru1,Barred Fruiteater
Pipreola aureopectus,gobfru1,Golden-breasted Fruiteater
Pipreola jucunda,orbfru1,Orange-breasted Fruiteater
Pipreola lubomirskii,blcfru1,Black-chested Fruiteater
Pipreola pulchra,masfru1,Masked Fruiteater
Pipreola frontalis,scbfru1,Scarlet-breasted Fruiteater
Pipreola chlorolepidota,fitfru1,Fiery-throated Fruiteater
Pipreola formosa,hanfru1,Handsome Fruiteater
Pipreola whitelyi,rebfru1,Red-banded Fruiteater
Ampelioides tschudii,scafru1,Scaled Fruiteater
Zaratornis stresemanni,whccot1,White-cheeked Cotinga
Phytotoma raimondii,perpla1,Peruvian Plantcutter
Phytotoma rutila,whtpla1,White-tipped Plantcutter
Phytotoma rara,rutpla1,Rufous-tailed Plantcutter
Phibalura flavirostris,swtcot1,Swallow-tailed Cotinga
Doliornis remseni,chbcot1,Chestnut-bellied Cotinga
Doliornis sclateri,bavcot1,Bay-vented Cotinga
Ampelion rubrocristatus,reccot1,Red-crested Cotinga
Ampelion rufaxilla,chccot1,Chestnut-crested Cotinga
Phoenicircus carnifex,gurcot1,Guianan Red-Cotinga
Phoenicircus nigricollis,bnrcot1,Black-necked Red-Cotinga
Rupicola rupicola,gcoroc1,Guianan Cock-of-the-rock
Rupicola peruvianus,andcot1,Andean Cock-of-the-rock
Snowornis subalaris,gytpih1,Gray-tailed Piha
Snowornis cryptolophus,olipih2,Olivaceous Piha
Haematoderus militaris,crifru1,Crimson Fruitcrow
Querula purpurata,putfru1,Purple-throated Fruitcrow
Pyroderus scutatus,rerfru1,Red-ruffed Fruitcrow
Cephalopterus glabricollis,banumb1,Bare-necked Umbrellabird
Cephalopterus ornatus,amaumb1,Amazonian Umbrellabird
Cephalopterus penduliger,lowumb1,Long-wattled Umbrellabird
Perissocephalus tricolor,capuch1,Capuchinbird
Cotinga amabilis,lovcot1,Lovely Cotinga
Cotinga ridgwayi,turcot1,Turquoise Cotinga
Cotinga nattererii,blucot1,Blue Cotinga
Cotinga maynana,pltcot1,Plum-throated Cotinga
Cotinga cotinga,pubcot1,Purple-breasted Cotinga
Cotinga maculata,bancot1,Banded Cotinga
Cotinga cayana,spacot1,Spangled Cotinga
Lipaugus unirufus,rufpih1,Rufous Piha
Lipaugus streptophorus,rocpih1,Rose-collared Piha
Lipaugus vociferans,scrpih1,Screaming Piha
Lipaugus lanioides,civpih1,Cinnamon-vented Piha
Lipaugus ater,bagcot1,Black-and-gold Cotinga
Lipaugus conditus,gywcot1,Gray-winged Cotinga
Lipaugus weberi,chcpih1,Chestnut-capped Piha
Lipaugus fuscocinereus,duspih1,Dusky Piha
Lipaugus uropygialis,scwpih1,Scimitar-winged Piha
Procnias tricarunculatus,thwbel,Three-wattled Bellbird
Procnias albus,whibel2,White Bellbird
Procnias averano,beabel1,Bearded Bellbird
Procnias nudicollis,batbel1,Bare-throated Bellbird
Porphyrolaema porphyrolaema,putcot1,Purple-throated Cotinga
Carpodectes hopkei,bltcot1,Black-tipped Cotinga
Carpodectes antoniae,yebcot1,Yellow-billed Cotinga
Carpodectes nitidus,snocot1,Snowy Cotinga
Xipholena punicea,pomcot1,Pompadour Cotinga
Xipholena lamellipennis,whtcot1,White-tailed Cotinga
Xipholena atropurpurea,whwcot1,White-winged Cotinga
Gymnoderus foetidus,banfru1,Bare-necked Fruitcrow
Conioptilon mcilhennyi,blfcot1,Black-faced Cotinga
Tityra cayana,blttit1,Black-tailed Tityra
Tityra inquisitor,blctit1,Black-crowned Tityra
Tityra semifasciata,mastit1,Masked Tityra
Schiffornis major,varsch1,Varzea Schiffornis
Schiffornis olivacea,thlsch7,Olivaceous Schiffornis
Schiffornis veraepacis,thlsch2,Northern Schiffornis
Schiffornis aenea,thlsch8,Foothill Schiffornis
Schiffornis stenorhyncha,thlsch4,Russet-winged Schiffornis
Schiffornis turdina,thlsch3,Brown-winged Schiffornis
Schiffornis virescens,gresch2,Greenish Schiffornis
Laniocera hypopyrra,cinmou1,Cinereous Mourner
Laniocera rufescens,spemou1,Speckled Mourner
Iodopleura isabellae,whbpur1,White-browed Purpletuft
Iodopleura fusca,duspur1,Dusky Purpletuft
Iodopleura pipra,butpur1,Buff-throated Purpletuft
Laniisoma elegans,shlcot1,Shrike-like Cotinga
Xenopsaris albinucha,whnxen1,White-naped Xenopsaris
Pachyramphus viridis,grbbec1,Green-backed Becard
Pachyramphus versicolor,barbec1,Barred Becard
Pachyramphus spodiurus,slabec1,Slaty Becard
Pachyramphus rufus,cinbec2,Cinereous Becard
Pachyramphus cinnamomeus,cinbec1,Cinnamon Becard
Pachyramphus castaneus,chcbec1,Chestnut-crowned Becard
Pachyramphus polychopterus,whwbec1,White-winged Becard
Pachyramphus albogriseus,bawbec1,Black-and-white Becard
Pachyramphus major,grcbec1,Gray-collared Becard
Pachyramphus marginatus,blcbec1,Black-capped Becard
Pachyramphus surinamus,glbbec1,Glossy-backed Becard
Pachyramphus aglaiae,rotbec,Rose-throated Becard
Pachyramphus niger,jambec1,Jamaican Becard
Pachyramphus homochrous,oncbec1,One-colored Becard
Pachyramphus minor,pitbec1,Pink-throated Becard
Pachyramphus validus,crebec1,Crested Becard
Oxyruncus cristatus,sharpb1,Sharpbill
Onychorhynchus coronatus,royfly1,Royal Flycatcher
Terenotriccus erythrurus,rutfly2,Ruddy-tailed Flycatcher
Myiobius villosus,tabfly1,Tawny-breasted Flycatcher
Myiobius sulphureipygius,surfly1,Sulphur-rumped Flycatcher
Myiobius barbatus,whifly1,Whiskered Flycatcher
Myiobius atricaudus,bltfly1,Black-tailed Flycatcher
Piprites chloris,wibpip1,Wing-barred Piprites
Piprites griseiceps,grhpip1,Gray-headed Piprites
Piprites pileata,bkcpip1,Black-capped Piprites
Neopipo cinnamomea,cinmat1,Cinnamon Manakin-Tyrant
Calyptura cristata,kincal1,Kinglet Calyptura
Platyrinchus saturatus,cicspa1,Cinnamon-crested Spadebill
