CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,SCI_NAME
species,bltbab1,Black-throated Babbler,Stachyris nigricollis
species,whbbab2,White-breasted Babbler,Stachyris grammiceps
species,chrbab1,Chestnut-rumped Babbler,Stachyris maculata
species,gytbab1,Gray-throated Babbler,Stachyris nigriceps
species,gyhbab1,Gray-headed Babbler,Stachyris poliocephala
species,nonbab1,Nonggang Babbler,Stachyris nonggangensis
species,soobab1,Sooty Babbler,Stachyris herberti
species,wbwbab1,Sikkim Wedge-billed Babbler,Stachyris humei
species,chbbab1,Cachar Wedge-billed Babbler,Stachyris roberti
species,whnbab1,White-necked Babbler,Stachyris leucotis
species,whbbab1,White-bibbed Babbler,Stachyris thoracica
species,sntbab1,Snowy-throated Babbler,Stachyris oglei
species,spnbab1,Spot-necked Babbler,Stachyris strialata
species,rurgra1,Indian Grassbird,Graminicola bengalensis
species,chigra1,Chinese Grassbird,Graminicola striatus
species,lawbab1,Large Wren-Babbler,Turdinus macrodactylus
species,mawbab1,Marbled Wren-Babbler,Turdinus marmoratus
species,btwbab1,Black-throated Wren-Babbler,Turdinus atrigularis
species,socbab1,Sooty-capped Babbler,Malacopteron affine
species,gybbab1,Gray-breasted Babbler,Malacopteron albogulare
species,sccbab1,Scaly-crowned Babbler,Malacopteron cinereum
species,rucbab2,Rufous-crowned Babbler,Malacopteron magnum
species,moubab1,Moustached Babbler,Malacopteron magnirostre
species,palbab1,Palawan Babbler,Malacopteron palawanense
species,whhbab2,White-hooded Babbler,Gampsorhynchus rufulus
species,colbab1,Collared Babbler,Gampsorhynchus torquatus
species,yetful1,Yellow-throated Fulvetta,Schoeniparus cinereus
species,ruwful1,Rufous-winged Fulvetta,Schoeniparus castaneceps
species,bkcful1,Black-crowned Fulvetta,Schoeniparus klossi
species,gofful2,Gold-fronted Fulvetta,Schoeniparus variegaticeps
species,rutful1,Rufous-throated Fulvetta,Schoeniparus rufogularis
species,rucful1,Rusty-capped Fulvetta,Schoeniparus dubius
species,dusful1,Dusky Fulvetta,Schoeniparus brunneus
species,putbab1,Puff-throated Babbler,Pellorneum ruficeps
species,bncbab1,Brown-capped Babbler,Pellorneum fuscocapillus
species,marbab2,Marsh Babbler,Pellorneum palustre
species,blcbab1,Black-capped Babbler,Pellorneum capistratum
species,shtbab1,Short-tailed Babbler,Pellorneum malaccense
species,ashbab1,Ashy-headed Babbler,Pellorneum cinereiceps
species,sptbab1,Spot-throated Babbler,Pellorneum albiventre
species,bubbab1,Buff-breasted Babbler,Pellorneum tickelli
species,sumbab1,Sumatran Babbler,Pellorneum buettikoferi
species,tembab1,Temminck's Babbler,Pellorneum pyrrogenys
species,whcbab1,White-chested Babbler,Pellorneum rostratum
species,ferbab1,Ferruginous Babbler,Pellorneum bicolor
species,sulbab1,Sulawesi Babbler,Pellorneum celebense
species,ruvpri1,Rufous-vented Grass Babbler,Laticilla burnesii
species,swapri1,Swamp Grass Babbler,Laticilla cinerascens
species,broill1,Brown Illadopsis,Illadopsis fulvescens
species,pabill1,Pale-breasted Illadopsis,Illadopsis rufipennis
species,mouill1,Mountain Illadopsis,Illadopsis pyrrhoptera
species,blaill1,Blackcap Illadopsis,Illadopsis cleaveri
species,scbill1,Scaly-breasted Illadopsis,Illadopsis albipectus
species,thrbab1,Thrush Babbler,Illadopsis turdina
species,puvill1,Puvel's Illadopsis,Illadopsis puveli
species,ruwill1,Rufous-winged Illadopsis,Illadopsis rufescens
species,stwbab3,Striped Wren-Babbler,Kenopia striata
species,abbbab1,Abbott's Babbler,Malacocincla abbotti
species,horbab2,Horsfield's Babbler,Malacocincla sepiaria
species,blbbab1,Black-browed Babbler,Malacocincla perspicillata
species,mowbab1,Mountain Wren-Babbler,Gypsophila crassa
species,stwbab1,Streaked Wren-Babbler,Gypsophila brevicaudata
species,limwrb4,Annam Limestone Babbler,Gypsophila annamensis
species,limwrb2,Rufous Limestone Babbler,Gypsophila calcicola
species,limwrb3,Variable Limestone Babbler,Gypsophila crispifrons
species,rbwbab1,Rusty-breasted Wren-Babbler,Gypsophila rufipectus
species,stwbab2,Striated Wren-Babbler,Ptilocichla mindanensis
species,bowbab1,Bornean Wren-Babbler,Ptilocichla leucogrammica
species,fawbab1,Falcated Wren-Babbler,Ptilocichla falcata
species,eywbab1,Eyebrowed Wren-Babbler,Napothera epilepidota
species,lbwbab1,Long-billed Wren-Babbler,Napothera malacoptila
species,sumwrb1,Sumatran Wren-Babbler,Napothera albostriata
species,whtwrb1,White-throated Wren-Babbler,Napothera pasquieri
species,namscb1,Naung Mung Scimitar-Babbler,Napothera naungmungensis
species,stsbab1,Short-tailed Scimitar-Babbler,Napothera danjoui
species,brcful1,Brown-cheeked Fulvetta,Alcippe poioicephala
species,bkbful1,Black-browed Fulvetta,Alcippe grotei
species,broful1,Brown Fulvetta,Alcippe brunneicauda
species,javful1,Javan Fulvetta,Alcippe pyrrhoptera
species,nepful1,Nepal Fulvetta,Alcippe nipalensis
species,gycful3,David's Fulvetta,Alcippe davidi
species,gycful5,Huet's Fulvetta,Alcippe hueti
species,gycful1,Morrison's Fulvetta,Alcippe morrisonia
species,gycful4,Yunnan Fulvetta,Alcippe fratercula
species,mouful1,Mountain Fulvetta,Alcippe peracensis
species,strlau2,Striated Laughingthrush,Grammatoptila striata
species,cutia1,Himalayan Cutia,Cutia nipalensis
species,viecut1,Vietnamese Cutia,Cutia legalleni
species,gyccro1,Gray-crowned Crocias,Laniellus langbianis
species,spocro1,Spotted Crocias,Laniellus albonotatus
species,scalau1,Scaly Laughingthrush,Trochalopteron subunicolor
species,brclau1,Brown-capped Laughingthrush,Trochalopteron austeni
species,blwlau1,Blue-winged Laughingthrush,Trochalopteron squamatum
species,strlau1,Streaked Laughingthrush,Trochalopteron lineatum
species,bhulau1,Bhutan Laughingthrush,Trochalopteron imbricatum
species,strlau3,Striped Laughingthrush,Trochalopteron virgatum
species,varlau1,Variegated Laughingthrush,Trochalopteron variegatum
species,blflau1,Black-faced Laughingthrush,Trochalopteron affine
species,whwlau1,White-whiskered Laughingthrush,Trochalopteron morrisonianum
species,prhlau1,Prince Henry's Laughingthrush,Trochalopteron henrici
species,elllau1,Elliot's Laughingthrush,Trochalopteron elliotii
species,retlau1,Red-tailed Laughingthrush,Trochalopteron milnei
species,collau1,Collared Laughingthrush,Trochalopteron yersini
species,chclau2,Chestnut-crowned Laughingthrush,Trochalopteron erythrocephalum
species,asslau1,Assam Laughingthrush,Trochalopteron chrysopterum
species,rewlau1,Red-winged Laughingthrush,Trochalopteron formosum
species,sielau1,Silver-eared Laughingthrush,Trochalopteron melanostigma
species,gowlau1,Golden-winged Laughingthrush,Trochalopteron ngoclinhense
species,mallau1,Malayan Laughingthrush,Trochalopteron peninsulae
species,bkclau1,Banasura Laughingthrush,Montecincla jerdoni
species,bkclau2,Nilgiri Laughingthrush,Montecincla cachinnans
species,kerlau2,Palani Laughingthrush,Montecincla fairbanki
species,kerlau3,Ashambu Laughingthrush,Montecincla meridionalis
species,lotsib1,Long-tailed Sibia,Heterophasia picaoides
species,whesib1,White-eared Sibia,Heterophasia auricularis
species,rufsib1,Rufous Sibia,Heterophasia capistrata
species,beasib1,Beautiful Sibia,Heterophasia pulchella
species,grysib1,Gray Sibia,Heterophasia gracilis
species,blbsib1,Black-backed Sibia,Heterophasia melanoleuca
species,blhsib1,Black-headed Sibia,Heterophasia desgodinsi
species,hotbar1,Hoary-throated Barwing,Actinodura nipalensis
species,taibar1,Taiwan Barwing,Actinodura morrisoniana
species,sttbar1,Streak-throated Barwing,Actinodura waldeni
species,strbar1,Streaked Barwing,Actinodura souliei
species,blwmin1,Blue-winged Minla,Actinodura cyanouroptera
species,chtmin1,Chestnut-tailed Minla,Actinodura strigula
species,rufbar1,Rusty-fronted Barwing,Actinodura egertoni
species,spebar1,Spectacled Barwing,Actinodura ramsayi
species,bkcbar1,Black-crowned Barwing,Actinodura sodangorum
species,reblei,Red-billed Leiothrix,Leiothrix lutea
species,siemes1,Silver-eared Mesia,Leiothrix argentauris
species,retmin1,Red-tailed Minla,Minla ignotincta
species,rubsib1,Rufous-backed Sibia,Leioptila annectens
species,buglio1,Bugun Liocichla,Liocichla bugunorum
species,gyflio1,Gray-faced Liocichla,Liocichla omeiensis
species,stelio1,Steere's Liocichla,Liocichla steerii
species,reflio2,Red-faced Liocichla,Liocichla phoenicea
species,reflio3,Scarlet-faced Liocichla,Liocichla ripponi
species,lagbab2,Large Gray Babbler,Argya malcolmi
species,ashlau1,Ashy-headed Laughingthrush,Argya cinereifrons
species,slbbab1,Slender-billed Babbler,Argya longirostris
species,rufbab3,Rufous Babbler,Argya subrufa
species,orbbab1,Orange-billed Babbler,Argya rufescens
species,junbab2,Jungle Babbler,Argya striata
species,yebbab1,Yellow-billed Babbler,Argya affinis
species,rufcha2,Rufous Chatterer,Argya rubiginosa
species,scacha1,Scaly Chatterer,Argya aylmeri
species,irabab1,Iraq Babbler,Argya altirostris
species,combab1,Afghan Babbler,Argya huttoni
species,combab3,Common Babbler,Argya caudata
species,fulcha1,Fulvous Chatterer,Argya fulva
species,arabab1,Arabian Babbler,Argya squamiceps
species,strbab1,Striated Babbler,Argya earlei
species,whtbab1,White-throated Babbler,Argya gularis
species,spibab1,Spiny Babbler,Turdoides nipalensis
species,capbab1,Capuchin Babbler,Turdoides atripennis
species,wtmbab1,White-throated Mountain-Babbler,Turdoides gilberti
species,chmbab1,Chapin's Mountain-Babbler,Turdoides chapini
species,rcmbab1,Red-collared Mountain-Babbler,Turdoides rufocinctus
species,brobab1,Brown Babbler,Turdoides plebejus
species,whrbab2,White-rumped Babbler,Turdoides leucopygia
species,hipbab1,Hinde's Pied-Babbler,Turdoides hindei
species,scabab2,Scaly Babbler,Turdoides squamulata
species,armbab1,Arrow-marked Babbler,Turdoides jardineii
species,bacbab1,Bare-cheeked Babbler,Turdoides gymnogenys
species,crebab1,Cretzschmar's Babbler,Turdoides leucocephala
species,blabab2,Blackcap Babbler,Turdoides reinwardtii
species,dusbab2,Dusky Babbler,Turdoides tenebrosa
species,sopbab1,Southern Pied-Babbler,Turdoides bicolor
species,harbab1,Hartlaub's Babbler,Turdoides hartlaubii
species,bklbab1,Black-lored Babbler,Turdoides sharpei
species,bkfbab1,Black-faced Babbler,Turdoides melanops
species,norpib1,Northern Pied-Babbler,Turdoides hypoleuca
species,spblau1,Spot-breasted Laughingthrush,Garrulax merulinus
species,orblau1,Orange-breasted Laughingthrush,Garrulax annamensis
species,melthr,Chinese Hwamei,Garrulax canorus
species,taihwa1,Taiwan Hwamei,Garrulax taewanus
species,lenlau1,Lesser Necklaced Laughingthrush,Garrulax monileger
species,ruflau1,Rufous-fronted Laughingthrush,Garrulax rufifrons
species,sunlau1,Sunda Laughingthrush,Garrulax palliatus
species,whclau2,White-crested Laughingthrush,Garrulax leucolophus
species,sumlau1,Sumatran Laughingthrush,Garrulax bicolor
species,blhlau1,Black-hooded Laughingthrush,Garrulax milleti
species,whnlau1,White-necked Laughingthrush,Garrulax strepitans
species,camlau1,Cambodian Laughingthrush,Garrulax ferrarius
species,grylau1,Gray Laughingthrush,Garrulax maesi
species,ruclau3,Rufous-cheeked Laughingthrush,Garrulax castanotis
species,suklau1,Snowy-cheeked Laughingthrush,Ianthocincla sukatschewi
species,ruclau1,Rufous-chinned Laughingthrush,Ianthocincla rufogularis
species,chelau1,Chestnut-eared Laughingthrush,Ianthocincla konkakinhensis
species,moulau1,Moustached Laughingthrush,Ianthocincla cineracea
species,spolau1,Spotted Laughingthrush,Ianthocincla ocellata
species,gialau1,Giant Laughingthrush,Ianthocincla maxima
species,bielau1,Biet's Laughingthrush,Ianthocincla bieti
species,barlau1,Barred Laughingthrush,Ianthocincla lunulata
species,wynlau1,Wayanad Laughingthrush,Pterorhinus delesserti
species,ruvlau1,Rufous-vented Laughingthrush,Pterorhinus gularis
species,whclau1,White-cheeked Laughingthrush,Pterorhinus vassali
species,yetlau1,Yellow-throated Laughingthrush,Pterorhinus galbanus
species,buclau1,Blue-crowned Laughingthrush,Pterorhinus courtoisi
species,chclau3,Chestnut-capped Laughingthrush,Pterorhinus mitratus
species,chhlau1,Chestnut-hooded Laughingthrush,Pterorhinus treacheri
species,runlau1,Rufous-necked Laughingthrush,Pterorhinus ruficollis
species,chblau1,Chestnut-backed Laughingthrush,Pterorhinus nuchalis
species,bltlau1,Black-throated Laughingthrush,Pterorhinus chinensis
species,whblau1,White-browed Laughingthrush,Pterorhinus sannio
species,maslau1,Masked Laughingthrush,Pterorhinus perspicillatus
species,gnlthr,Greater Necklaced Laughingthrush,Pterorhinus pectoralis
species,pedlau1,Pere David's Laughingthrush,Pterorhinus davidi
species,chibub1,Mount Victoria Babax,Pterorhinus woodi
species,chibab2,Chinese Babax,Pterorhinus lanceolatus
species,giabab1,Giant Babax,Pterorhinus waddelli
species,tibbab1,Tibetan Babax,Pterorhinus koslowi
species,whtlau1,White-throated Laughingthrush,Pterorhinus albogularis
species,ruclau2,Rufous-crowned Laughingthrush,Pterorhinus ruficeps
species,gyslau,Gray-sided Laughingthrush,Pterorhinus caerulatus
species,buflau1,Buffy Laughingthrush,Pterorhinus berthemyi
species,ruslau1,Rusty Laughingthrush,Pterorhinus poecilorhynchus
species,ruckin,Ruby-crowned Kinglet,Corthylio calendula
species,gockin,Golden-crowned Kinglet,Regulus satrapa
species,goldcr1,Goldcrest,Regulus regulus
species,flamec1,Flamecrest,Regulus goodfellowi
species,firecr3,Madeira Firecrest,Regulus madeirensis
species,firecr1,Common Firecrest,Regulus ignicapilla
species,wallcr1,Wallcreeper,Tichodroma muraria
species,chbnut2,Indian Nuthatch,Sitta castanea
species,chbnut3,Chestnut-bellied Nuthatch,Sitta cinnamoventris
species,chbnut4,Burmese Nuthatch,Sitta neglecta
species,eurnut2,Eurasian Nuthatch,Sitta europaea
species,chvnut1,Chestnut-vented Nuthatch,Sitta nagaensis
species,kasnut1,Kashmir Nuthatch,Sitta cashmirensis
species,whtnut1,White-tailed Nuthatch,Sitta himalayensis
species,whbnut1,White-browed Nuthatch,Sitta victoriae
species,rebnut,Red-breasted Nuthatch,Sitta canadensis
species,whcnut1,White-cheeked Nuthatch,Sitta leucopsis
species,prznut1,Przevalski's Nuthatch,Sitta przewalskii
species,whbnut,White-breasted Nuthatch,Sitta carolinensis
species,pygnut,Pygmy Nuthatch,Sitta pygmaea
species,bnhnut,Brown-headed Nuthatch,Sitta pusilla
species,bnhnut2,Bahama Nuthatch,Sitta insularis
species,cornut1,Corsican Nuthatch,Sitta whiteheadi
species,algnut1,Algerian Nuthatch,Sitta ledanti
species,krunut1,Krüper's Nuthatch,Sitta krueperi
species,snbnut1,Snowy-browed Nuthatch,Sitta villosa
species,yunnut1,Yunnan Nuthatch,Sitta yunnanensis
species,rocnut1,Western Rock Nuthatch,Sitta neumayer
species,pernut1,Eastern Rock Nuthatch,Sitta tephronota
species,vefnut1,Velvet-fronted Nuthatch,Sitta frontalis
species,yebnut1,Yellow-billed Nuthatch,Sitta solangiae
species,subnut1,Sulphur-billed Nuthatch,Sitta oenochlamys
species,blunut1,Blue Nuthatch,Sitta azurea
species,gianut1,Giant Nuthatch,Sitta magna
species,beanut1,Beautiful Nuthatch,Sitta formosa
species,eurtre1,Eurasian Treecreeper,Certhia familiaris
species,eurtre3,Hodgson's Treecreeper,Certhia hodgsoni
species,sictre1,Sichuan Treecreeper,Certhia tianquanensis
species,brncre,Brown Creeper,Certhia americana
species,shttre1,Short-toed Treecreeper,Certhia brachydactyla
species,battre1,Bar-tailed Treecreeper,Certhia himalayana
species,ruftre4,Rusty-flanked Treecreeper,Certhia nipalensis
species,bnttre1,Sikkim Treecreeper,Certhia discolor
species,bnttre2,Hume's Treecreeper,Certhia manipurensis
species,spocre2,African Spotted Creeper,Salpornis salvadori
species,spocre3,Indian Spotted Creeper,Salpornis spilonota
species,colgna1,Collared Gnatwren,Microbates collaris
species,tafgna1,Tawny-faced Gnatwren,Microbates cinereiventris
species,lobgna5,Long-billed Gnatwren,Ramphocaenus melanurus
species,lobgna4,Chattering Gnatwren,Ramphocaenus sticturus
species,guigna3,Guianan Gnatcatcher,Polioptila guianensis
species,sltgna1,Slate-throated Gnatcatcher,Polioptila schistaceigula
species,iqugna1,Iquitos Gnatcatcher,Polioptila clementsi
species,guigna2,Rio Negro Gnatcatcher,Polioptila facilis
species,inagna1,Inambari Gnatcatcher,Polioptila attenboroughi
species,guigna4,Klages's Gnatcatcher,Polioptila paraensis
species,masgna1,Masked Gnatcatcher,Polioptila dumicola
species,crbgna1,Creamy-bellied Gnatcatcher,Polioptila lactea
species,cubgna1,Cuban Gnatcatcher,Polioptila lembeyei
species,trogna1,Tropical Gnatcatcher,Polioptila plumbea
species,whlgna3,Yucatan Gnatcatcher,Polioptila albiventris
species,trogna2,White-browed Gnatcatcher,Polioptila bilineata
species,buggna,Blue-gray Gnatcatcher,Polioptila caerulea
species,bktgna,Black-tailed Gnatcatcher,Polioptila melanura
species,calgna,California Gnatcatcher,Polioptila californica
species,bkcgna,Black-capped Gnatcatcher,Polioptila nigriceps
species,whlgna2,White-lored Gnatcatcher,Polioptila albiloris
species,rocwre,Rock Wren,Salpinctes obsoletus
species,nigwre1,Nightingale Wren,Microcerculus philomela
species,scbwre1,Scaly-breasted Wren,Microcerculus marginatus
species,fluwre1,Flutist Wren,Microcerculus ustulatus
species,wibwre1,Wing-banded Wren,Microcerculus bambla
species,gymwre1,Gray-mantled Wren,Odontorchilus branickii
species,tobwre1,Tooth-billed Wren,Odontorchilus cinereus
species,canwre,Canyon Wren,Catherpes mexicanus
species,sumwre1,Sumichrast's Wren,Hylorchilus sumichrasti
species,navwre1,Nava's Wren,Hylorchilus navai
species,zapwre1,Zapata Wren,Ferminia cerverai
species,houwre,House Wren,Troglodytes aedon
species,houwre5,Cobb's Wren,Troglodytes cobbi
species,socwre2,Socorro Wren,Troglodytes sissonii
species,clawre1,Clarion Wren,Troglodytes tanneri
species,rubwre2,Rufous-browed Wren,Troglodytes rufociliatus
species,ochwre1,Ochraceous Wren,Troglodytes ochraceus
species,mouwre1,Mountain Wren,Troglodytes solstitialis
species,samwre1,Santa Marta Wren,Troglodytes monticola
species,tepwre1,Tepui Wren,Troglodytes rufulus
species,winwre4,Eurasian Wren,Troglodytes troglodytes
species,pacwre1,Pacific Wren,Troglodytes pacificus
species,winwre3,Winter Wren,Troglodytes hiemalis
species,timwre1,Timberline Wren,Thryorchilus browni
species,sedwre1,Sedge Wren,Cistothorus stellaris
species,sedwre,Grass Wren,Cistothorus platensis
species,merwre1,Merida Wren,Cistothorus meridae
species,apowre1,Apolinar's Wren,Cistothorus apolinari
species,marwre,Marsh Wren,Cistothorus palustris
species,carwre,Carolina Wren,Thryothorus ludovicianus
species,bewwre,Bewick's Wren,Thryomanes bewickii
species,whhwre1,White-headed Wren,Campylorhynchus albobrunneus
species,babwre1,Band-backed Wren,Campylorhynchus zonatus
